"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","7781","filtrer par numéro de contrat","chromium","Wed Nov 19 09:45:38 GMT 2025","failed","Wed Nov 19 09:45:46 GMT 2025","","Contracts/ContactList.spec.ts","",""
"","10579","@P1 @Contact Filter by Surname + profil","chromium","Wed Nov 19 09:45:05 GMT 2025","passed","Wed Nov 19 09:45:16 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","8240","@P1 @Contact Display Show and Edit buttons","chromium","Wed Nov 19 09:44:48 GMT 2025","passed","Wed Nov 19 09:44:56 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","31228","A2SQA2-XX | @P1 @Supplier Filter by category","chromium","Wed Nov 19 09:46:34 GMT 2025","broken","Wed Nov 19 09:47:05 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","23202","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Wed Nov 19 09:45:11 GMT 2025","passed","Wed Nov 19 09:45:34 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","2858","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Wed Nov 19 09:45:53 GMT 2025","passed","Wed Nov 19 09:45:56 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","7214","@P1 @Contact Display active and inactive icons","chromium","Wed Nov 19 09:44:47 GMT 2025","passed","Wed Nov 19 09:44:55 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","9596","@P1 @Contact Display translated success message after export","chromium","Wed Nov 19 09:44:56 GMT 2025","passed","Wed Nov 19 09:45:05 GMT 2025","Contacts Export Message","contacts/contactsList.spec.ts","",""
"","8520","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Wed Nov 19 09:45:53 GMT 2025","failed","Wed Nov 19 09:46:02 GMT 2025","Login Tests","login/login.spec.ts","",""
"","23829","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Wed Nov 19 09:45:07 GMT 2025","passed","Wed Nov 19 09:45:31 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","21904","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Wed Nov 19 09:45:16 GMT 2025","passed","Wed Nov 19 09:45:38 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","10273","@P1 @Contact Filter by Profil","chromium","Wed Nov 19 09:44:57 GMT 2025","passed","Wed Nov 19 09:45:07 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","22476","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Wed Nov 19 09:45:31 GMT 2025","passed","Wed Nov 19 09:45:53 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","10099","@P1 @Contact Filter by Surname","chromium","Wed Nov 19 09:44:56 GMT 2025","passed","Wed Nov 19 09:45:06 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","2866","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Wed Nov 19 09:45:50 GMT 2025","passed","Wed Nov 19 09:45:53 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","31154","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Wed Nov 19 09:46:02 GMT 2025","broken","Wed Nov 19 09:46:33 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","2653","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Wed Nov 19 09:45:59 GMT 2025","passed","Wed Nov 19 09:46:01 GMT 2025","Login Tests","login/login.spec.ts","",""
"","25121","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Wed Nov 19 09:45:06 GMT 2025","passed","Wed Nov 19 09:45:31 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","8889","@P1 @Contact Display translated column headers","chromium","Wed Nov 19 09:44:47 GMT 2025","passed","Wed Nov 19 09:44:56 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","31558","A2SQA2-XX | @P1 @Supplier Reset filters restores full list","chromium","Wed Nov 19 09:46:36 GMT 2025","broken","Wed Nov 19 09:47:07 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","6705","@P1 @Contact Read contact data from first row","chromium","Wed Nov 19 09:44:55 GMT 2025","passed","Wed Nov 19 09:45:02 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","31877","A2SQA2-2522 | @P1 @Supplier Filter by code - valid supplier","chromium","Wed Nov 19 09:46:03 GMT 2025","broken","Wed Nov 19 09:46:34 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","31560","A2SQA2-XX | @P1 @Supplier Filter by active contracts","chromium","Wed Nov 19 09:46:35 GMT 2025","broken","Wed Nov 19 09:47:07 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","31730","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Wed Nov 19 09:45:34 GMT 2025","broken","Wed Nov 19 09:46:06 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","3467","A2SQA2-2525 | @P1 @Login Sent password Reset correctly with valid email","chromium","Wed Nov 19 09:45:47 GMT 2025","passed","Wed Nov 19 09:45:50 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
