"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1852","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","recette","2025-12-10","passed","2025-12-10","Reset Password:","login/Forgot-password.spec.ts","",""
"","31090","A2SQA2-2573 | @P0 Renew To Renew Contract","recette","2025-12-10","broken","2025-12-10","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","13794","A2SQA2-2573 | @P0 Renew Expired Contract","recette","2025-12-10","passed","2025-12-10","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","16819","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","recette","2025-12-10","passed","2025-12-10","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","10294","2SQA2-2568 | @P0 Move contract status from Expired into Archived","recette","2025-12-10","passed","2025-12-10","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","4373","A2SQA2-2522 | @P0 @Login Login with valid credentials","recette","2025-12-10","passed","2025-12-10","Login Tests","login/login.spec.ts","",""
"","10992","2SQA2-2566 | @P0 Move contract status from To renew into Archived","recette","2025-12-10","passed","2025-12-10","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","2103","A2SQA2-2524 | @P0 @Login Login with invalid credentials","recette","2025-12-10","passed","2025-12-10","Login Tests","login/login.spec.ts","",""
"","17245","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","recette","2025-12-10","passed","2025-12-10","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","15259","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","recette","2025-12-10","passed","2025-12-10","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","1667","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","recette","2025-12-10","passed","2025-12-10","Reset Password:","login/Forgot-password.spec.ts","",""
"","14138","A2SQA2-2572 | @P0 Renew Valid Contract","recette","2025-12-10","passed","2025-12-10","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","2098","A2SQA2-2523 | @P0 @Login Login with inactif credentials","recette","2025-12-10","passed","2025-12-10","Login Tests","login/login.spec.ts","",""
"","16557","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","recette","2025-12-10","passed","2025-12-10","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","15757","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","recette","2025-12-10","passed","2025-12-10","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","12281","2SQA2-2567 | @P0 Move contract status from valid into Archived","recette","2025-12-10","passed","2025-12-10","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","9542","2SQA2-2561 | @P0 Move contract status from Expired into Error","recette","2025-12-10","passed","2025-12-10","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","15611","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","recette","2025-12-10","passed","2025-12-10","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","30131","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","recette","2025-12-10","broken","2025-12-10","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","10815","A2SQA2-2546 | @P0 @supplier Create new supplier","recette","2025-12-10","passed","2025-12-10","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","9633","2SQA2-2560 | @P0 Move contract status from Valid into Error","recette","2025-12-10","passed","2025-12-10","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","9236","2SQA2-2562 | @P0 Move contract status from to renew into Error","recette","2025-12-10","passed","2025-12-10","Move Contract into Error","Contracts/EditContract.spec.ts","",""
