"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16552","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","recette","Mon Dec 01 19:36:38 GMT 2025","passed","Mon Dec 01 19:36:55 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","10739","A2SQA2-2546 | @P0 @supplier Create new supplier","recette","Mon Dec 01 19:39:37 GMT 2025","passed","Mon Dec 01 19:39:48 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","16142","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","recette","Mon Dec 01 19:37:28 GMT 2025","passed","Mon Dec 01 19:37:44 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","1928","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","recette","Mon Dec 01 19:39:25 GMT 2025","passed","Mon Dec 01 19:39:27 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","10953","2SQA2-2567 | @P0 Move contract status from valid into Archived","recette","Mon Dec 01 19:38:52 GMT 2025","passed","Mon Dec 01 19:39:03 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","17003","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","recette","Mon Dec 01 19:38:01 GMT 2025","passed","Mon Dec 01 19:38:18 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","16605","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","recette","Mon Dec 01 19:37:44 GMT 2025","passed","Mon Dec 01 19:38:01 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","12206","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","recette","Mon Dec 01 19:36:25 GMT 2025","failed","Mon Dec 01 19:36:38 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","10829","2SQA2-2562 | @P0 Move contract status from to renew into Error","recette","Mon Dec 01 19:38:18 GMT 2025","passed","Mon Dec 01 19:38:29 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","4309","A2SQA2-2522 | @P0 @Login Login with valid credentials","recette","Mon Dec 01 19:39:29 GMT 2025","passed","Mon Dec 01 19:39:33 GMT 2025","Login Tests","login/login.spec.ts","",""
"","9180","2SQA2-2560 | @P0 Move contract status from Valid into Error","recette","Mon Dec 01 19:38:29 GMT 2025","passed","Mon Dec 01 19:38:38 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","2148","A2SQA2-2524 | @P0 @Login Login with invalid credentials","recette","Mon Dec 01 19:39:35 GMT 2025","passed","Mon Dec 01 19:39:37 GMT 2025","Login Tests","login/login.spec.ts","",""
"","17018","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","recette","Mon Dec 01 19:37:11 GMT 2025","passed","Mon Dec 01 19:37:28 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","16153","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","recette","Mon Dec 01 19:36:55 GMT 2025","passed","Mon Dec 01 19:37:11 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","1846","A2SQA2-2523 | @P0 @Login Login with inactif credentials","recette","Mon Dec 01 19:39:33 GMT 2025","passed","Mon Dec 01 19:39:35 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13120","2SQA2-2561 | @P0 Move contract status from Expired into Error","recette","Mon Dec 01 19:38:38 GMT 2025","failed","Mon Dec 01 19:38:51 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","10475","2SQA2-2568 | @P0 Move contract status from Expired into Archived","recette","Mon Dec 01 19:39:14 GMT 2025","failed","Mon Dec 01 19:39:24 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","1851","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","recette","Mon Dec 01 19:39:27 GMT 2025","passed","Mon Dec 01 19:39:29 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","10943","2SQA2-2566 | @P0 Move contract status from To renew into Archived","recette","Mon Dec 01 19:39:03 GMT 2025","passed","Mon Dec 01 19:39:14 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
