"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","9208","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Thu Nov 20 10:23:41 GMT 2025","failed","Thu Nov 20 10:23:50 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","10309","@P1 @Contact Filter by Profil","chromium","Thu Nov 20 10:23:30 GMT 2025","failed","Thu Nov 20 10:23:40 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","32763","A2SQA2-XX | @P1 @Supplier Filter by country","chromium","Thu Nov 20 10:24:15 GMT 2025","broken","Thu Nov 20 10:24:48 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9143","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Thu Nov 20 10:23:52 GMT 2025","failed","Thu Nov 20 10:24:01 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","3131","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Thu Nov 20 10:24:07 GMT 2025","passed","Thu Nov 20 10:24:10 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2891","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Thu Nov 20 10:24:03 GMT 2025","passed","Thu Nov 20 10:24:06 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","31700","A2SQA2-2522 | @P1 @Supplier Filter by code - valid supplier","chromium","Thu Nov 20 10:24:10 GMT 2025","broken","Thu Nov 20 10:24:42 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9332","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Thu Nov 20 10:23:52 GMT 2025","failed","Thu Nov 20 10:24:02 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","10115","@P1 @Contact Display Show and Edit buttons","chromium","Thu Nov 20 10:23:18 GMT 2025","failed","Thu Nov 20 10:23:29 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","10148","@P1 @Contact Display translated success message after export","chromium","Thu Nov 20 10:23:30 GMT 2025","failed","Thu Nov 20 10:23:40 GMT 2025","Contacts Export Message","contacts/contactsList.spec.ts","",""
"","2956","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Thu Nov 20 10:24:08 GMT 2025","passed","Thu Nov 20 10:24:11 GMT 2025","Login Tests","login/login.spec.ts","",""
"","9332","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Thu Nov 20 10:23:52 GMT 2025","failed","Thu Nov 20 10:24:01 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","31802","A2SQA2-XX | @P1 @Supplier Reset filters restores full list","chromium","Thu Nov 20 10:24:44 GMT 2025","broken","Thu Nov 20 10:25:16 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
