"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17665","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Tue Nov 25 23:37:55 GMT 2025","passed","Tue Nov 25 23:38:12 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","4495","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Tue Nov 25 23:42:55 GMT 2025","passed","Tue Nov 25 23:42:59 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2021","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Tue Nov 25 23:43:01 GMT 2025","passed","Tue Nov 25 23:43:03 GMT 2025","Login Tests","login/login.spec.ts","",""
"","11176","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Tue Nov 25 23:39:25 GMT 2025","passed","Tue Nov 25 23:39:36 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","11879","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Tue Nov 25 23:39:49 GMT 2025","passed","Tue Nov 25 23:40:01 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","10234","2SQA2-2568 | @P0 Move contract to Archived: Expired contract","chromium","Tue Nov 25 23:42:40 GMT 2025","failed","Tue Nov 25 23:42:50 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","2037","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Tue Nov 25 23:42:53 GMT 2025","passed","Tue Nov 25 23:42:55 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","18256","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Tue Nov 25 23:38:12 GMT 2025","passed","Tue Nov 25 23:38:30 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","1980","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Tue Nov 25 23:42:59 GMT 2025","passed","Tue Nov 25 23:43:01 GMT 2025","Login Tests","login/login.spec.ts","",""
"","12568","2SQA2-2566 | @P0 Move contract to Archived: To Renew contract","chromium","Tue Nov 25 23:41:49 GMT 2025","passed","Tue Nov 25 23:42:02 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","30208","2SQA2-2567 | @P0 Move contract to Archived: valid contract","chromium","Tue Nov 25 23:41:18 GMT 2025","broken","Tue Nov 25 23:41:48 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","19329","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Tue Nov 25 23:37:35 GMT 2025","passed","Tue Nov 25 23:37:55 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","22364","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Tue Nov 25 23:37:13 GMT 2025","passed","Tue Nov 25 23:37:35 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","2116","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Tue Nov 25 23:42:50 GMT 2025","passed","Tue Nov 25 23:42:53 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","17983","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Tue Nov 25 23:38:30 GMT 2025","passed","Tue Nov 25 23:38:48 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","18059","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Tue Nov 25 23:39:07 GMT 2025","passed","Tue Nov 25 23:39:25 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","12374","2SQA2-2560 | @P0 Move contract status from valid into Error","chromium","Tue Nov 25 23:39:36 GMT 2025","passed","Tue Nov 25 23:39:49 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","12646","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Tue Nov 25 23:43:03 GMT 2025","passed","Tue Nov 25 23:43:16 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","18697","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Tue Nov 25 23:38:48 GMT 2025","passed","Tue Nov 25 23:39:07 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
