"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5366","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Mon Nov 17 19:48:05 GMT 2025","passed","Mon Nov 17 19:48:10 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2735","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Mon Nov 17 19:48:13 GMT 2025","passed","Mon Nov 17 19:48:16 GMT 2025","Login Tests","login/login.spec.ts","",""
"","19499","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Mon Nov 17 19:47:58 GMT 2025","passed","Mon Nov 17 19:48:17 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","19178","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Mon Nov 17 19:47:57 GMT 2025","passed","Mon Nov 17 19:48:16 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","20477","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Mon Nov 17 19:47:58 GMT 2025","passed","Mon Nov 17 19:48:18 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","11410","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Mon Nov 17 19:48:16 GMT 2025","passed","Mon Nov 17 19:48:27 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","21922","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Mon Nov 17 19:47:36 GMT 2025","passed","Mon Nov 17 19:47:58 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","2840","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Mon Nov 17 19:48:02 GMT 2025","passed","Mon Nov 17 19:48:05 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","21264","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Mon Nov 17 19:47:36 GMT 2025","passed","Mon Nov 17 19:47:57 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","2240","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Mon Nov 17 19:48:00 GMT 2025","passed","Mon Nov 17 19:48:02 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","2568","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Mon Nov 17 19:48:10 GMT 2025","passed","Mon Nov 17 19:48:13 GMT 2025","Login Tests","login/login.spec.ts","",""
"","21748","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Mon Nov 17 19:47:36 GMT 2025","passed","Mon Nov 17 19:47:57 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","23693","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Mon Nov 17 19:47:36 GMT 2025","passed","Mon Nov 17 19:47:59 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
