"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","13142","2SQA2-2568 | @P0 Move contract to Archived: Expired contract","chromium","Tue Nov 25 23:19:30 GMT 2025","passed","Tue Nov 25 23:19:43 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","17839","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Tue Nov 25 23:14:25 GMT 2025","passed","Tue Nov 25 23:14:42 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","16679","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Tue Nov 25 23:13:33 GMT 2025","passed","Tue Nov 25 23:13:50 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","17740","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Tue Nov 25 23:13:15 GMT 2025","passed","Tue Nov 25 23:13:33 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","2171","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Tue Nov 25 23:19:45 GMT 2025","passed","Tue Nov 25 23:19:47 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","16223","2SQA2-2567 | @P0 Move contract to Archived: valid contract","chromium","Tue Nov 25 23:17:24 GMT 2025","failed","Tue Nov 25 23:17:40 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","4448","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Tue Nov 25 23:19:47 GMT 2025","passed","Tue Nov 25 23:19:51 GMT 2025","Login Tests","login/login.spec.ts","",""
"","17625","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Tue Nov 25 23:13:50 GMT 2025","passed","Tue Nov 25 23:14:07 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","10531","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Tue Nov 25 23:15:39 GMT 2025","passed","Tue Nov 25 23:15:50 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","1846","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Tue Nov 25 23:19:43 GMT 2025","passed","Tue Nov 25 23:19:45 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","17867","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Tue Nov 25 23:15:00 GMT 2025","passed","Tue Nov 25 23:15:18 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","11084","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Tue Nov 25 23:15:18 GMT 2025","passed","Tue Nov 25 23:15:29 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","17059","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Tue Nov 25 23:14:07 GMT 2025","passed","Tue Nov 25 23:14:25 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","2073","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Tue Nov 25 23:19:54 GMT 2025","passed","Tue Nov 25 23:19:56 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2280","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Tue Nov 25 23:19:51 GMT 2025","passed","Tue Nov 25 23:19:54 GMT 2025","Login Tests","login/login.spec.ts","",""
"","17959","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Tue Nov 25 23:14:42 GMT 2025","passed","Tue Nov 25 23:15:00 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","12007","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Tue Nov 25 23:19:56 GMT 2025","passed","Tue Nov 25 23:20:08 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","9994","2SQA2-2560 | @P0 Move contract status from valid into Error","chromium","Tue Nov 25 23:15:29 GMT 2025","passed","Tue Nov 25 23:15:39 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","30223","2SQA2-2566 | @P0 Move contract to Archived: To Renew contract","chromium","Tue Nov 25 23:18:59 GMT 2025","broken","Tue Nov 25 23:19:29 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
