"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","12726","2SQA2-2560 | @P0 Move contract status from Valid into Error","chromium","Wed Nov 26 13:43:39 GMT 2025","passed","Wed Nov 26 13:43:52 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","13142","2SQA2-2568 | @P0 Move contract to Archived: Expired contract","chromium","Wed Nov 26 13:48:44 GMT 2025","failed","Wed Nov 26 13:48:58 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","19072","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Wed Nov 26 13:41:27 GMT 2025","passed","Wed Nov 26 13:41:46 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","20181","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Wed Nov 26 13:42:26 GMT 2025","passed","Wed Nov 26 13:42:46 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","14285","2SQA2-2567 | @P0 Move contract to Archived: valid contract","chromium","Wed Nov 26 13:47:33 GMT 2025","passed","Wed Nov 26 13:47:47 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","31117","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Wed Nov 26 13:45:27 GMT 2025","broken","Wed Nov 26 13:45:59 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","2443","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Wed Nov 26 13:49:01 GMT 2025","passed","Wed Nov 26 13:49:03 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","20196","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Wed Nov 26 13:42:05 GMT 2025","passed","Wed Nov 26 13:42:26 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","19628","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Wed Nov 26 13:42:46 GMT 2025","passed","Wed Nov 26 13:43:05 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","21117","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Wed Nov 26 13:43:06 GMT 2025","passed","Wed Nov 26 13:43:27 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","2724","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Wed Nov 26 13:49:11 GMT 2025","passed","Wed Nov 26 13:49:14 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13668","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Wed Nov 26 13:49:14 GMT 2025","passed","Wed Nov 26 13:49:27 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","14326","2SQA2-2566 | @P0 Move contract to Archived: To Renew contract","chromium","Wed Nov 26 13:47:47 GMT 2025","passed","Wed Nov 26 13:48:02 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","20549","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Wed Nov 26 13:41:06 GMT 2025","passed","Wed Nov 26 13:41:27 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","4974","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Wed Nov 26 13:49:03 GMT 2025","passed","Wed Nov 26 13:49:08 GMT 2025","Login Tests","login/login.spec.ts","",""
"","12187","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Wed Nov 26 13:43:27 GMT 2025","passed","Wed Nov 26 13:43:39 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","2566","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Wed Nov 26 13:48:58 GMT 2025","passed","Wed Nov 26 13:49:01 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","2533","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Wed Nov 26 13:49:08 GMT 2025","passed","Wed Nov 26 13:49:11 GMT 2025","Login Tests","login/login.spec.ts","",""
"","19239","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Wed Nov 26 13:41:46 GMT 2025","passed","Wed Nov 26 13:42:05 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
