"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1972","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Wed Nov 26 13:23:17 GMT 2025","passed","Wed Nov 26 13:23:19 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","19646","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Wed Nov 26 13:15:13 GMT 2025","passed","Wed Nov 26 13:15:33 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","17109","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Wed Nov 26 13:16:27 GMT 2025","passed","Wed Nov 26 13:16:44 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","4617","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Wed Nov 26 13:23:21 GMT 2025","passed","Wed Nov 26 13:23:26 GMT 2025","Login Tests","login/login.spec.ts","",""
"","30181","2SQA2-2567 | @P0 Move contract to Archived: valid contract","chromium","Wed Nov 26 13:21:40 GMT 2025","broken","Wed Nov 26 13:22:10 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","2108","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Wed Nov 26 13:23:19 GMT 2025","passed","Wed Nov 26 13:23:21 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","14635","2SQA2-2560 | @P0 Move contract status from Valid into Error","chromium","Wed Nov 26 13:17:43 GMT 2025","passed","Wed Nov 26 13:17:57 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","17662","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Wed Nov 26 13:16:44 GMT 2025","passed","Wed Nov 26 13:17:02 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","31187","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Wed Nov 26 13:19:34 GMT 2025","broken","Wed Nov 26 13:20:05 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","17294","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Wed Nov 26 13:16:10 GMT 2025","passed","Wed Nov 26 13:16:27 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","17606","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Wed Nov 26 13:17:02 GMT 2025","passed","Wed Nov 26 13:17:19 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","18457","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Wed Nov 26 13:15:51 GMT 2025","passed","Wed Nov 26 13:16:10 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","1861","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Wed Nov 26 13:23:28 GMT 2025","passed","Wed Nov 26 13:23:30 GMT 2025","Login Tests","login/login.spec.ts","",""
"","11798","2SQA2-2568 | @P0 Move contract to Archived: Expired contract","chromium","Wed Nov 26 13:23:05 GMT 2025","failed","Wed Nov 26 13:23:16 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","2215","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Wed Nov 26 13:23:26 GMT 2025","passed","Wed Nov 26 13:23:28 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13148","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Wed Nov 26 13:23:30 GMT 2025","passed","Wed Nov 26 13:23:43 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","12375","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Wed Nov 26 13:17:19 GMT 2025","passed","Wed Nov 26 13:17:32 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","13093","2SQA2-2566 | @P0 Move contract to Archived: To Renew contract","chromium","Wed Nov 26 13:22:11 GMT 2025","passed","Wed Nov 26 13:22:24 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","18385","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Wed Nov 26 13:15:33 GMT 2025","passed","Wed Nov 26 13:15:51 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
