"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19747","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","recette","Sat Dec 06 10:21:19 GMT 2025","passed","Sat Dec 06 10:21:39 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","11045","2SQA2-2560 | @P0 Move contract status from Valid into Error","recette","Sat Dec 06 10:23:25 GMT 2025","passed","Sat Dec 06 10:23:36 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","11453","2SQA2-2561 | @P0 Move contract status from Expired into Error","recette","Sat Dec 06 10:23:36 GMT 2025","passed","Sat Dec 06 10:23:47 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","13246","2SQA2-2567 | @P0 Move contract status from valid into Archived","recette","Sat Dec 06 10:23:47 GMT 2025","passed","Sat Dec 06 10:24:00 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","18276","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","recette","Sat Dec 06 10:22:16 GMT 2025","passed","Sat Dec 06 10:22:34 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","2391","A2SQA2-2523 | @P0 @Login Login with inactif credentials","recette","Sat Dec 06 10:24:53 GMT 2025","passed","Sat Dec 06 10:24:55 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2327","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","recette","Sat Dec 06 10:24:46 GMT 2025","passed","Sat Dec 06 10:24:48 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","2425","A2SQA2-2524 | @P0 @Login Login with invalid credentials","recette","Sat Dec 06 10:24:55 GMT 2025","passed","Sat Dec 06 10:24:57 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13077","2SQA2-2562 | @P0 Move contract status from to renew into Error","recette","Sat Dec 06 10:23:12 GMT 2025","passed","Sat Dec 06 10:23:25 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","4719","A2SQA2-2522 | @P0 @Login Login with valid credentials","recette","Sat Dec 06 10:24:48 GMT 2025","passed","Sat Dec 06 10:24:53 GMT 2025","Login Tests","login/login.spec.ts","",""
"","19090","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","recette","Sat Dec 06 10:21:39 GMT 2025","passed","Sat Dec 06 10:21:58 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","11435","A2SQA2-2546 | @P0 @supplier Create new supplier","recette","Sat Dec 06 10:24:57 GMT 2025","failed","Sat Dec 06 10:25:09 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","18244","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","recette","Sat Dec 06 10:21:58 GMT 2025","passed","Sat Dec 06 10:22:16 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","30146","2SQA2-2566 | @P0 Move contract status from To renew into Archived","recette","Sat Dec 06 10:24:00 GMT 2025","broken","Sat Dec 06 10:24:31 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","18757","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","recette","Sat Dec 06 10:22:53 GMT 2025","passed","Sat Dec 06 10:23:12 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","11942","2SQA2-2568 | @P0 Move contract status from Expired into Archived","recette","Sat Dec 06 10:24:31 GMT 2025","passed","Sat Dec 06 10:24:43 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","22296","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","recette","Sat Dec 06 10:20:56 GMT 2025","passed","Sat Dec 06 10:21:19 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","18639","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","recette","Sat Dec 06 10:22:34 GMT 2025","passed","Sat Dec 06 10:22:53 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","2206","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","recette","Sat Dec 06 10:24:43 GMT 2025","passed","Sat Dec 06 10:24:46 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
