"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30083","2SQA2-2567 | @P0 Move contract to Archived: valid contract","chromium","Sat Nov 29 14:37:01 GMT 2025","broken","Sat Nov 29 14:37:31 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","30079","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Sat Nov 29 14:30:49 GMT 2025","broken","Sat Nov 29 14:31:19 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","7734","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Sat Nov 29 14:42:10 GMT 2025","failed","Sat Nov 29 14:42:18 GMT 2025","Login Tests","login/login.spec.ts","",""
"","8349","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Sat Nov 29 14:26:42 GMT 2025","failed","Sat Nov 29 14:26:50 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","8347","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Sat Nov 29 14:25:29 GMT 2025","failed","Sat Nov 29 14:25:37 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","2607","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Sat Nov 29 14:41:42 GMT 2025","passed","Sat Nov 29 14:41:45 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","8177","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Sat Nov 29 14:27:18 GMT 2025","failed","Sat Nov 29 14:27:27 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","31341","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Sat Nov 29 14:44:00 GMT 2025","broken","Sat Nov 29 14:44:32 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","8427","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Sat Nov 29 14:26:05 GMT 2025","failed","Sat Nov 29 14:26:14 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","8339","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Sat Nov 29 14:28:31 GMT 2025","failed","Sat Nov 29 14:28:39 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","30080","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Sat Nov 29 14:34:57 GMT 2025","broken","Sat Nov 29 14:35:27 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","30080","2SQA2-2568 | @P0 Move contract to Archived: Expired contract","chromium","Sat Nov 29 14:41:08 GMT 2025","broken","Sat Nov 29 14:41:38 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","2680","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Sat Nov 29 14:41:39 GMT 2025","passed","Sat Nov 29 14:41:42 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","2705","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Sat Nov 29 14:42:21 GMT 2025","passed","Sat Nov 29 14:42:24 GMT 2025","Login Tests","login/login.spec.ts","",""
"","30088","2SQA2-2566 | @P0 Move contract to Archived: To Renew contract","chromium","Sat Nov 29 14:39:05 GMT 2025","broken","Sat Nov 29 14:39:35 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","8250","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Sat Nov 29 14:27:55 GMT 2025","failed","Sat Nov 29 14:28:03 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","8188","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Sat Nov 29 14:29:07 GMT 2025","failed","Sat Nov 29 14:29:15 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","2642","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Sat Nov 29 14:42:19 GMT 2025","passed","Sat Nov 29 14:42:21 GMT 2025","Login Tests","login/login.spec.ts","",""
"","30084","2SQA2-2560 | @P0 Move contract status from Valid into Error","chromium","Sat Nov 29 14:32:53 GMT 2025","broken","Sat Nov 29 14:33:23 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
