"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1879","A2SQA2-2524 | @P0 @Login Login with invalid credentials","recette","Mon Dec 08 09:24:08 GMT 2025","passed","Mon Dec 08 09:24:10 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13808","2SQA2-2566 | @P0 Move contract status from To renew into Archived","recette","Mon Dec 08 09:22:33 GMT 2025","failed","Mon Dec 08 09:22:46 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","14254","A2SQA2-2573 | @P0 Renew Expired Contract","recette","Mon Dec 08 09:23:43 GMT 2025","passed","Mon Dec 08 09:23:57 GMT 2025","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","12863","2SQA2-2561 | @P0 Move contract status from Expired into Error","recette","Mon Dec 08 09:22:05 GMT 2025","failed","Mon Dec 08 09:22:18 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","9891","2SQA2-2568 | @P0 Move contract status from Expired into Archived","recette","Mon Dec 08 09:22:47 GMT 2025","passed","Mon Dec 08 09:22:57 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","16716","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","recette","Mon Dec 08 09:20:38 GMT 2025","passed","Mon Dec 08 09:20:55 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","13322","2SQA2-2567 | @P0 Move contract status from valid into Archived","recette","Mon Dec 08 09:22:19 GMT 2025","failed","Mon Dec 08 09:22:32 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","16927","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","recette","Mon Dec 08 09:20:21 GMT 2025","passed","Mon Dec 08 09:20:38 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","16928","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","recette","Mon Dec 08 09:21:10 GMT 2025","passed","Mon Dec 08 09:21:27 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","15473","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","recette","Mon Dec 08 09:20:55 GMT 2025","passed","Mon Dec 08 09:21:10 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","1885","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","recette","Mon Dec 08 09:23:57 GMT 2025","passed","Mon Dec 08 09:23:59 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","15741","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","recette","Mon Dec 08 09:20:05 GMT 2025","passed","Mon Dec 08 09:20:21 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","2073","A2SQA2-2523 | @P0 @Login Login with inactif credentials","recette","Mon Dec 08 09:24:06 GMT 2025","passed","Mon Dec 08 09:24:08 GMT 2025","Login Tests","login/login.spec.ts","",""
"","12001","A2SQA2-2546 | @P0 @supplier Create new supplier","recette","Mon Dec 08 09:24:10 GMT 2025","passed","Mon Dec 08 09:24:22 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","17725","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","recette","Mon Dec 08 09:19:48 GMT 2025","passed","Mon Dec 08 09:20:05 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","9778","2SQA2-2560 | @P0 Move contract status from Valid into Error","recette","Mon Dec 08 09:21:55 GMT 2025","passed","Mon Dec 08 09:22:05 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","31066","A2SQA2-2573 | @P0 Renew To Renew Contract","recette","Mon Dec 08 09:23:11 GMT 2025","broken","Mon Dec 08 09:23:42 GMT 2025","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","4743","A2SQA2-2522 | @P0 @Login Login with valid credentials","recette","Mon Dec 08 09:24:01 GMT 2025","passed","Mon Dec 08 09:24:06 GMT 2025","Login Tests","login/login.spec.ts","",""
"","14067","A2SQA2-2572 | @P0 Renew Valid Contract","recette","Mon Dec 08 09:22:57 GMT 2025","passed","Mon Dec 08 09:23:11 GMT 2025","Renew Contract ","Contracts/EditContract.spec.ts","",""
"","1863","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","recette","Mon Dec 08 09:23:59 GMT 2025","passed","Mon Dec 08 09:24:01 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","10823","2SQA2-2562 | @P0 Move contract status from to renew into Error","recette","Mon Dec 08 09:21:44 GMT 2025","passed","Mon Dec 08 09:21:55 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","17181","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","recette","Mon Dec 08 09:21:27 GMT 2025","passed","Mon Dec 08 09:21:44 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
