"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32118","A2SQA2-XX | @P1 @Supplier Filter by category","chromium","Wed Nov 19 10:25:12 GMT 2025","broken","Wed Nov 19 10:25:44 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9886","@P1 @Contact Display translated column headers","chromium","Wed Nov 19 10:23:49 GMT 2025","failed","Wed Nov 19 10:23:59 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","8731","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Wed Nov 19 10:24:27 GMT 2025","failed","Wed Nov 19 10:24:36 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","32087","A2SQA2-2522 | @P1 @Supplier Filter by code - valid supplier","chromium","Wed Nov 19 10:24:39 GMT 2025","broken","Wed Nov 19 10:25:11 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9862","@P1 @Contact Display active and inactive icons","chromium","Wed Nov 19 10:23:49 GMT 2025","failed","Wed Nov 19 10:23:59 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","32078","A2SQA2-XX | @P1 @Supplier Filter by name - partial match","chromium","Wed Nov 19 10:24:40 GMT 2025","broken","Wed Nov 19 10:25:12 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","8925","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Wed Nov 19 10:24:22 GMT 2025","failed","Wed Nov 19 10:24:31 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","8580","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Wed Nov 19 10:24:21 GMT 2025","failed","Wed Nov 19 10:24:30 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","9255","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Wed Nov 19 10:24:11 GMT 2025","failed","Wed Nov 19 10:24:20 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","32056","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Wed Nov 19 10:24:39 GMT 2025","broken","Wed Nov 19 10:25:11 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","2791","A2SQA2-2525 | @P1 @Login Sent password Reset correctly with valid email","chromium","Wed Nov 19 10:24:31 GMT 2025","passed","Wed Nov 19 10:24:34 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","8815","@P1 @Contact Filter by Surname + profil","chromium","Wed Nov 19 10:24:10 GMT 2025","failed","Wed Nov 19 10:24:19 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","2578","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Wed Nov 19 10:24:37 GMT 2025","passed","Wed Nov 19 10:24:40 GMT 2025","Login Tests","login/login.spec.ts","",""
"","9410","@P1 @Contact Filter by Profil","chromium","Wed Nov 19 10:24:00 GMT 2025","failed","Wed Nov 19 10:24:10 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","7246","filtrer par numéro de contrat","chromium","Wed Nov 19 10:24:30 GMT 2025","failed","Wed Nov 19 10:24:37 GMT 2025","","Contracts/ContactList.spec.ts","",""
"","8383","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Wed Nov 19 10:24:21 GMT 2025","failed","Wed Nov 19 10:24:29 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","32870","A2SQA2-XX | @P1 @Supplier Filter by country","chromium","Wed Nov 19 10:24:44 GMT 2025","broken","Wed Nov 19 10:25:17 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9302","@P1 @Contact Filter by Surname","chromium","Wed Nov 19 10:24:00 GMT 2025","failed","Wed Nov 19 10:24:10 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","9221","@P1 @Contact Display translated success message after export","chromium","Wed Nov 19 10:24:00 GMT 2025","failed","Wed Nov 19 10:24:09 GMT 2025","Contacts Export Message","contacts/contactsList.spec.ts","",""
"","8451","@P1 @Contact Read contact data from first row","chromium","Wed Nov 19 10:24:00 GMT 2025","failed","Wed Nov 19 10:24:08 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","9492","@P1 @Contact Display Show and Edit buttons","chromium","Wed Nov 19 10:23:49 GMT 2025","failed","Wed Nov 19 10:23:59 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","32242","A2SQA2-XX | @P1 @Supplier Filter by active contracts","chromium","Wed Nov 19 10:25:12 GMT 2025","broken","Wed Nov 19 10:25:44 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","2362","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Wed Nov 19 10:24:34 GMT 2025","passed","Wed Nov 19 10:24:36 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","2625","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Wed Nov 19 10:24:36 GMT 2025","passed","Wed Nov 19 10:24:39 GMT 2025","Login Tests","login/login.spec.ts","",""
"","8374","@P1 @Contact Filter by Email","chromium","Wed Nov 19 10:24:09 GMT 2025","failed","Wed Nov 19 10:24:17 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","32015","A2SQA2-XX | @P1 @Supplier Reset filters restores full list","chromium","Wed Nov 19 10:25:13 GMT 2025","broken","Wed Nov 19 10:25:45 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","8611","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Wed Nov 19 10:24:18 GMT 2025","failed","Wed Nov 19 10:24:27 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","9159","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Wed Nov 19 10:24:11 GMT 2025","failed","Wed Nov 19 10:24:20 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","8970","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Wed Nov 19 10:24:34 GMT 2025","failed","Wed Nov 19 10:24:43 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2330","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Wed Nov 19 10:24:31 GMT 2025","passed","Wed Nov 19 10:24:34 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","9188","@P1 @Contact Check visible rows in the table","chromium","Wed Nov 19 10:23:49 GMT 2025","failed","Wed Nov 19 10:23:58 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
