"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","20844","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","recette","Tue Dec 02 18:44:14 GMT 2025","passed","Tue Dec 02 18:44:35 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","2729","A2SQA2-2523 | @P0 @Login Login with inactif credentials","recette","Tue Dec 02 18:47:08 GMT 2025","passed","Tue Dec 02 18:47:11 GMT 2025","Login Tests","login/login.spec.ts","",""
"","21715","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","recette","Tue Dec 02 18:44:35 GMT 2025","passed","Tue Dec 02 18:44:57 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","12899","2SQA2-2561 | @P0 Move contract status from Expired into Error","recette","Tue Dec 02 18:45:46 GMT 2025","passed","Tue Dec 02 18:45:59 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","14348","2SQA2-2562 | @P0 Move contract status from to renew into Error","recette","Tue Dec 02 18:45:18 GMT 2025","passed","Tue Dec 02 18:45:33 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","21169","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","recette","Tue Dec 02 18:42:50 GMT 2025","passed","Tue Dec 02 18:43:11 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","21038","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","recette","Tue Dec 02 18:43:11 GMT 2025","passed","Tue Dec 02 18:43:32 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","2715","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","recette","Tue Dec 02 18:47:00 GMT 2025","passed","Tue Dec 02 18:47:03 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","21054","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","recette","Tue Dec 02 18:43:32 GMT 2025","passed","Tue Dec 02 18:43:53 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","5043","A2SQA2-2522 | @P0 @Login Login with valid credentials","recette","Tue Dec 02 18:47:03 GMT 2025","passed","Tue Dec 02 18:47:08 GMT 2025","Login Tests","login/login.spec.ts","",""
"","21182","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","recette","Tue Dec 02 18:43:53 GMT 2025","passed","Tue Dec 02 18:44:14 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","30144","2SQA2-2566 | @P0 Move contract status from To renew into Archived","recette","Tue Dec 02 18:46:12 GMT 2025","broken","Tue Dec 02 18:46:42 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","12852","2SQA2-2560 | @P0 Move contract status from Valid into Error","recette","Tue Dec 02 18:45:33 GMT 2025","passed","Tue Dec 02 18:45:46 GMT 2025","Move Contract into Error","Contracts/EditContract.spec.ts","",""
"","21618","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","recette","Tue Dec 02 18:44:57 GMT 2025","passed","Tue Dec 02 18:45:18 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","2638","A2SQA2-2524 | @P0 @Login Login with invalid credentials","recette","Tue Dec 02 18:47:11 GMT 2025","passed","Tue Dec 02 18:47:13 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13798","A2SQA2-2546 | @P0 @supplier Create new supplier","recette","Tue Dec 02 18:47:13 GMT 2025","passed","Tue Dec 02 18:47:27 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","13349","2SQA2-2567 | @P0 Move contract status from valid into Archived","recette","Tue Dec 02 18:45:59 GMT 2025","passed","Tue Dec 02 18:46:12 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","14839","2SQA2-2568 | @P0 Move contract status from Expired into Archived","recette","Tue Dec 02 18:46:43 GMT 2025","passed","Tue Dec 02 18:46:58 GMT 2025","Move Contract into Archived  ","Contracts/EditContract.spec.ts","",""
"","2654","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","recette","Tue Dec 02 18:46:58 GMT 2025","passed","Tue Dec 02 18:47:00 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
