"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","32317","A2SQA2-XX | @P1 @Supplier Filter by name - partial match","chromium","Thu Nov 20 13:37:24 GMT 2025","broken","Thu Nov 20 13:37:56 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","10224","@P1 @Contact Display translated column headers","chromium","Thu Nov 20 13:36:32 GMT 2025","failed","Thu Nov 20 13:36:42 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","8819","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Thu Nov 20 13:37:05 GMT 2025","failed","Thu Nov 20 13:37:14 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","2872","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Thu Nov 20 13:37:20 GMT 2025","passed","Thu Nov 20 13:37:22 GMT 2025","Login Tests","login/login.spec.ts","",""
"","8532","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Thu Nov 20 13:37:03 GMT 2025","failed","Thu Nov 20 13:37:12 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","8471","@P1 @Contact Filter by Email","chromium","Thu Nov 20 13:36:52 GMT 2025","failed","Thu Nov 20 13:37:00 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","8989","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Thu Nov 20 13:36:54 GMT 2025","failed","Thu Nov 20 13:37:03 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","2869","A2SQA2-2525 | @P1 @Login Sent password Reset correctly with valid email","chromium","Thu Nov 20 13:37:15 GMT 2025","passed","Thu Nov 20 13:37:18 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","10064","@P1 @Contact Display Show and Edit buttons","chromium","Thu Nov 20 13:36:32 GMT 2025","failed","Thu Nov 20 13:36:42 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","9238","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Thu Nov 20 13:36:55 GMT 2025","failed","Thu Nov 20 13:37:04 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","8955","@P1 @Contact Check visible rows in the table","chromium","Thu Nov 20 13:36:32 GMT 2025","failed","Thu Nov 20 13:36:41 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","9241","@P1 @Contact Filter by Surname","chromium","Thu Nov 20 13:36:44 GMT 2025","failed","Thu Nov 20 13:36:53 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","32481","A2SQA2-XX | @P1 @Supplier Filter by country","chromium","Thu Nov 20 13:37:27 GMT 2025","broken","Thu Nov 20 13:37:59 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","8548","@P1 @Contact Filter by Surname + profil","chromium","Thu Nov 20 13:36:53 GMT 2025","failed","Thu Nov 20 13:37:02 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","31370","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Thu Nov 20 13:37:21 GMT 2025","broken","Thu Nov 20 13:37:52 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","31322","A2SQA2-XX | @P1 @Supplier Filter by active contracts","chromium","Thu Nov 20 13:37:56 GMT 2025","broken","Thu Nov 20 13:38:27 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","2964","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Thu Nov 20 13:37:18 GMT 2025","passed","Thu Nov 20 13:37:21 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","8413","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Thu Nov 20 13:37:18 GMT 2025","failed","Thu Nov 20 13:37:26 GMT 2025","Login Tests","login/login.spec.ts","",""
"","2608","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Thu Nov 20 13:37:15 GMT 2025","passed","Thu Nov 20 13:37:18 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","8940","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Thu Nov 20 13:37:05 GMT 2025","failed","Thu Nov 20 13:37:13 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","8340","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Thu Nov 20 13:37:01 GMT 2025","failed","Thu Nov 20 13:37:09 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","8206","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Thu Nov 20 13:37:10 GMT 2025","failed","Thu Nov 20 13:37:18 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","31358","A2SQA2-XX | @P1 @Supplier Reset filters restores full list","chromium","Thu Nov 20 13:37:57 GMT 2025","broken","Thu Nov 20 13:38:28 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","9811","@P1 @Contact Display active and inactive icons","chromium","Thu Nov 20 13:36:32 GMT 2025","failed","Thu Nov 20 13:36:42 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","8533","@P1 @Contact Read contact data from first row","chromium","Thu Nov 20 13:36:43 GMT 2025","failed","Thu Nov 20 13:36:51 GMT 2025","Contacts List tests","contacts/contactsList.spec.ts","",""
"","2693","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Thu Nov 20 13:37:21 GMT 2025","passed","Thu Nov 20 13:37:24 GMT 2025","Login Tests","login/login.spec.ts","",""
"","9427","@P1 @Contact Filter by Profil","chromium","Thu Nov 20 13:36:44 GMT 2025","failed","Thu Nov 20 13:36:53 GMT 2025","Contacts Filtering","contacts/contactsList.spec.ts","",""
"","8782","@P1 @Contact Display translated success message after export","chromium","Thu Nov 20 13:36:43 GMT 2025","failed","Thu Nov 20 13:36:52 GMT 2025","Contacts Export Message","contacts/contactsList.spec.ts","",""
"","7267","filtrer par numéro de contrat","chromium","Thu Nov 20 13:37:12 GMT 2025","failed","Thu Nov 20 13:37:20 GMT 2025","","Contracts/ContactList.spec.ts","",""
"","31340","A2SQA2-XX | @P1 @Supplier Filter by category","chromium","Thu Nov 20 13:37:53 GMT 2025","broken","Thu Nov 20 13:38:24 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
"","31623","A2SQA2-2522 | @P1 @Supplier Filter by code - valid supplier","chromium","Thu Nov 20 13:37:23 GMT 2025","broken","Thu Nov 20 13:37:54 GMT 2025","Suppliers Filters","suppliers/SuppliersList.spec.ts","",""
