"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","25381","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Sun Nov 23 17:30:17 GMT 2025","passed","Sun Nov 23 17:30:42 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","17368","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Sun Nov 23 17:31:03 GMT 2025","failed","Sun Nov 23 17:31:21 GMT 2025","Contract Page tests","Contracts/EditContractError.spec.ts","",""
"","15341","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Sun Nov 23 17:30:42 GMT 2025","passed","Sun Nov 23 17:30:57 GMT 2025","Contract Page tests","Contracts/EditContractError.spec.ts","",""
"","3068","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Sun Nov 23 17:31:06 GMT 2025","passed","Sun Nov 23 17:31:09 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","13180","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Sun Nov 23 17:31:12 GMT 2025","passed","Sun Nov 23 17:31:25 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
"","3059","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Sun Nov 23 17:31:05 GMT 2025","passed","Sun Nov 23 17:31:08 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","24738","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Sun Nov 23 17:30:41 GMT 2025","passed","Sun Nov 23 17:31:06 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","3290","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Sun Nov 23 17:31:11 GMT 2025","passed","Sun Nov 23 17:31:15 GMT 2025","Login Tests","login/login.spec.ts","",""
"","22655","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Sun Nov 23 17:30:41 GMT 2025","passed","Sun Nov 23 17:31:03 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","23547","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Sun Nov 23 17:30:41 GMT 2025","passed","Sun Nov 23 17:31:05 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","23888","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Sun Nov 23 17:30:16 GMT 2025","passed","Sun Nov 23 17:30:40 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","24359","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Sun Nov 23 17:30:17 GMT 2025","passed","Sun Nov 23 17:30:41 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","23776","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Sun Nov 23 17:30:17 GMT 2025","passed","Sun Nov 23 17:30:41 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","3341","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Sun Nov 23 17:31:09 GMT 2025","passed","Sun Nov 23 17:31:12 GMT 2025","Login Tests","login/login.spec.ts","",""
"","5876","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Sun Nov 23 17:31:08 GMT 2025","passed","Sun Nov 23 17:31:14 GMT 2025","Login Tests","login/login.spec.ts","",""
"","13725","2SQA2-2560 | @P0 Move contract status from valid into Error","chromium","Sun Nov 23 17:30:58 GMT 2025","passed","Sun Nov 23 17:31:11 GMT 2025","Contract Page tests","Contracts/EditContractError.spec.ts","",""
