"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1718","A2SQA2-2523 | @P0 @Login Login with inactif credentials","chromium","Sat Nov 29 13:37:54 GMT 2025","passed","Sat Nov 29 13:37:56 GMT 2025","Login Tests","login/login.spec.ts","",""
"","1735","A2SQA2-2527 | @P0 @Login Reset password when using Inactif email","chromium","Sat Nov 29 13:37:20 GMT 2025","passed","Sat Nov 29 13:37:22 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","7358","A2SQA2-2278 | @P0 @Contact Should create Contact for: Central Admin","chromium","Sat Nov 29 13:21:35 GMT 2025","failed","Sat Nov 29 13:21:42 GMT 2025","@P0 @Contacts : Profil [Central Admin]","contacts/CreateContact.spec.ts","",""
"","7334","A2SQA2-2282 | @P0 @Contact Should create Contact for: Buyer","chromium","Sat Nov 29 13:23:45 GMT 2025","failed","Sat Nov 29 13:23:52 GMT 2025","@P0 @Contacts : Profil [Buyer]","contacts/CreateContact.spec.ts","",""
"","7337","A2SQA2-2281 | @P0 @Contact Should create Contact for: Business Developer","chromium","Sat Nov 29 13:23:13 GMT 2025","failed","Sat Nov 29 13:23:20 GMT 2025","@P0 @Contacts : Profil [Business Developer]","contacts/CreateContact.spec.ts","",""
"","30080","2SQA2-2560 | @P0 Move contract status from Valid into Error","chromium","Sat Nov 29 13:28:34 GMT 2025","broken","Sat Nov 29 13:29:04 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","2000","A2SQA2-2524 | @P0 @Login Login with invalid credentials","chromium","Sat Nov 29 13:37:56 GMT 2025","passed","Sat Nov 29 13:37:58 GMT 2025","Login Tests","login/login.spec.ts","",""
"","7271","A2SQA2-2283 | @P0 @Contact Should create Contact for: client","chromium","Sat Nov 29 13:24:18 GMT 2025","failed","Sat Nov 29 13:24:25 GMT 2025","@P0 @Contacts : Profil [client]","contacts/CreateContact.spec.ts","",""
"","1778","A2SQA2-2526 | @P0 @Login Fails reset password when using wrong email","chromium","Sat Nov 29 13:37:22 GMT 2025","passed","Sat Nov 29 13:37:24 GMT 2025","Reset Password:","login/Forgot-password.spec.ts","",""
"","30088","2SQA2-2566 | @P0 Move contract to Archived: To Renew contract","chromium","Sat Nov 29 13:34:46 GMT 2025","broken","Sat Nov 29 13:35:16 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","7330","A2SQA2-2279 | @P0 @Contact Should create Contact for: Area Admin","chromium","Sat Nov 29 13:22:08 GMT 2025","failed","Sat Nov 29 13:22:15 GMT 2025","@P0 @Contacts : Profil [Area Admin]","contacts/CreateContact.spec.ts","",""
"","30074","2SQA2-2568 | @P0 Move contract to Archived: Expired contract","chromium","Sat Nov 29 13:36:49 GMT 2025","broken","Sat Nov 29 13:37:19 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","7319","A2SQA2-2280 | @P0 @Contact Should create Contact for: Support","chromium","Sat Nov 29 13:22:40 GMT 2025","failed","Sat Nov 29 13:22:47 GMT 2025","@P0 @Contacts : Profil [Support]","contacts/CreateContact.spec.ts","",""
"","7270","A2SQA2-2284 | @P0 @Contact Should create Contact for: Supplier","chromium","Sat Nov 29 13:24:50 GMT 2025","failed","Sat Nov 29 13:24:57 GMT 2025","@P0 @Contacts : Profil [Supplier]","contacts/CreateContact.spec.ts","",""
"","30073","2SQA2-2561 | @P0 Move contract status from Expired into Error","chromium","Sat Nov 29 13:30:38 GMT 2025","broken","Sat Nov 29 13:31:08 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","30073","2SQA2-2567 | @P0 Move contract to Archived: valid contract","chromium","Sat Nov 29 13:32:42 GMT 2025","broken","Sat Nov 29 13:33:12 GMT 2025","Move Contract into Archived  ","Contracts/EditContractError.spec.ts","",""
"","30081","2SQA2-2562 | @P0 Move contract status from to renew into Error","chromium","Sat Nov 29 13:26:31 GMT 2025","broken","Sat Nov 29 13:27:01 GMT 2025","Move Contract into Error","Contracts/EditContractError.spec.ts","",""
"","6975","A2SQA2-2522 | @P0 @Login Login with valid credentials","chromium","Sat Nov 29 13:37:47 GMT 2025","failed","Sat Nov 29 13:37:54 GMT 2025","Login Tests","login/login.spec.ts","",""
"","31404","A2SQA2-2546 | @P0 @supplier Create new supplier","chromium","Sat Nov 29 13:39:35 GMT 2025","broken","Sat Nov 29 13:40:06 GMT 2025","Suppliers module","suppliers/createsuplier.spec.ts","",""
